뉴스 url,제목,내용
https://news.kbs.co.kr/news/mobile/view/view.do?ncd=7909782,"
        [5시뉴스 날씨] 내일 오후 제주·남부에 비…모레 전국 비
    ","


             추위가 누그러지고  모처럼 전국에 쾌청한 날씨가 이어지고 있습니다. 내일은 맑았던 오늘과 달리 오후부터 남서쪽에서 비구름이 다가오겠습니다. 제주도와 호남지방부터 비가 오기 시작해 모레, 화요일은 전국 곳곳에  비나 눈이 내리겠습니다. 예상되는 비의 양은  제주도에 최대 40mm, 중부지방은 5mm 정도가 되겠습니다. 기온이 낮은  강원 산지에는 1에서 5cm의 눈이 내려 쌓이겠습니다. 내일 아침 기온은  서울과 광주, 대구가 2도로  오늘보다 3~5도 정도  높겠습니다. 낮 기온은  서울과 대전이 12도, 부산 14도까지 올라가  오늘과 비슷하겠습니다. 바다의 물결은  남해 서부 먼바다와 제주도 해상에서  최고 2m 안팎으로 비교적  높게 일겠습니다. 비나 눈은 화요일 밤에 대부분 그치겠습니다. 다음 주 후반에는  서울의 낮 기온이 15도 안팎까지 오르겠습니다. 지금까지 날씨 정보 전해드렸습니다. 최현미 기상캐스터/그래픽:신화정/진행:정세아 
        "
